date_dd/mm/yyyy,startup_name,industry_vertical,subvertical,city__location,investors_name,investmentntype,amount_in_usd,city_location
2015-11-26,KountMoney,Online Lending Marketplace,Not Mentioned,Bangalore,"Tracxn, Ashish Goenka & Others",seed funding,1700000.0,Bangalore
2015-11-27,StayGlad,On Demand Beauty Services Platform,Not Mentioned,Bangalore,"Bessemer Venture Partners, Anil Chopra",private equity,1700000.0,Bangalore
2015-11-27,JustRide,Self Driven Rental Car Platform,Online Car Sharing platform,Mumbai,Not Disclosed,private equity,2000000.0,Mumbai
2015-11-27,Fastudent,Education Content etailer,Education eCommerce platform,Noida,Ashish Gupta,seed funding,1700000.0,Noida
2015-11-27,LearnOn,Clud based Learning platform,Not Mentioned,Chennai,JMR Infotech India Pvt Ltd,seed funding,1700000.0,Chennai
2015-11-27,Talentrack,Talent Exchange & Talent Services Marketplace,Not Mentioned,New Delhi,Unigrowth Inc,seed funding,1700000.0,New Delhi
2015-11-28,M-TAXI,Two-Wheeler Taxi Service,Not Mentioned,Gurgaon,"Mandeep Singh, Jairaj Singh",seed funding,1700000.0,Gurgaon
2015-11-30,Baxi,Two-Wheeler Taxi Service,Not Mentioned,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",seed funding,1450000.0,Gurgaon
2015-11-30,Superhero Brands,character merchandize sales platform,Not Mentioned,Mumbai,DSG Consumer Partners,seed funding,540000.0,Mumbai
2015-11-30,MoMagic,Mobile Application Developer,Not Mentioned,New Delhi,FIH Mobile Ltd,private equity,1700000.0,New Delhi
2015-11-30,QikPod,Ecommerce Delivery locker services,Not Mentioned,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",private equity,9000000.0,Bangalore
2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,Not Mentioned,New Delhi,Undisclosed investors,seed funding,1700000.0,New Delhi
2015-11-30,Bro4U,Hyperlocal Online Home services provider,Not Mentioned,Bangalore,Sargod Ventures,seed funding,1700000.0,Bangalore
2015-10-01,Indifi,Easy Business Loans platform,Online lending platform,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",seed funding,1700000.0,Gurgaon
2015-10-01,Wydr,Performance based Wholesale Marketplace,B2B Wholesale Marketplace in India,New Delhi,Sandeep Aggarwal,seed funding,1700000.0,New Delhi
2015-10-01,EasyFix,Professional Services Marketplace,Not Mentioned,Gurgaon,Axilor Ventures,seed funding,1700000.0,Gurgaon
2015-10-01,Muvizz,Movie-on-demand platform,Not Mentioned,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",seed funding,350000.0,Singapore
2015-10-01,Abhibus,us ticketing and fleet management platform,Not Mentioned,Hyderabad,Paytm (One97 communications),private equity,1700000.0,Hyderabad
2015-10-01,Cleartax,Online Income Tax Filing platform,Online Income Tax Filing platform,New Delhi,Paytm (One97 communications),private equity,1700000.0,New Delhi
2015-10-02,Shopalyst,Product discovery & recommendation platform,Not Mentioned,Bangalore,Kalaari Capital,private equity,2000000.0,Bangalore
2015-10-03,Chillr,Mobile Payments App,Not Mentioned,Mumbai,Sequoia Capital,private equity,6000000.0,Mumbai
2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,Online Beauty products eTailer,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",private equity,9500000.0,Mumbai
2015-10-05,Voylla,Fashion jewelry and accessories e-tailer,Not Mentioned,Jaipur,Peepul Capital,private equity,15000000.0,Jaipur
2015-10-05,IndiaLends,Online Consumer Lending platform,Not Mentioned,New Delhi,"DSG consumer Partners, Paragon Partners",private equity,1000000.0,New Delhi
2015-10-05,Rock N Shop,Premium Apparel shopping portal,Not Mentioned,New Delhi,High Networth Individuals (undisclosed),seed funding,150000.0,New Delhi
2015-10-06,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Not Mentioned,Pune,"Uniqorn ventures, ASP Consulting",seed funding,700000.0,Pune
2015-10-06,WorkIndia,Job Board,Online Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",seed funding,500000.0,Mumbai
2015-10-06,SportzVillage,Sports Management & Physical Education Business,Not Mentioned,Bangalore,Gaja Capital Private Equity Fund,private equity,10000000.0,Bangalore
2015-10-06,SportyBeans,multi-sport program for preschoolers,Not Mentioned,Pune,YouWeCan Ventures,seed funding,1700000.0,Pune
2015-10-06,Burger Singh,QSR & Online delivery portal,Indian Burger Brand,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",seed funding,500000.0,Gurgaon
2015-10-06,Welcome Cure,Online Homeopathy Clinic,Not Mentioned,Mumbai,Unnamed Media house and HNIs,private equity,6000000.0,Mumbai
2015-10-07,SchoolGuru,E-Learning Service Provider,Not Mentioned,Mumbai,High Networth Individuals from India & USA,private equity,3000000.0,Mumbai
2015-10-07,Naturally Yours,Organic Food etailer,Not Mentioned,Mumbai,Sanjay Mehta,seed funding,1700000.0,Mumbai
2015-10-07,GoJavas,Delivery & Logistics Service provider,Not Mentioned,Gurgaon,Snapdeal,private equity,20000000.0,Gurgaon
2015-10-07,Scandid,Product Discovery & comparison App,Product Shopping Comparison App,Pune,Micromax Informatics,private equity,1700000.0,Pune
2015-10-07,StalkBuyLove,Online Apparels Fashion brand,Fashion eTailer,New Delhi,"Mato Peric, Peter Kabel & others",private equity,1700000.0,New Delhi
2015-10-08,ZuperMeal,Home Cooked Food marketplace & Delivery,Not Mentioned,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",private equity,2000000.0,Mumbai
2015-10-08,Cube26,Gesture based Mobile Development,Not Mentioned,New Delhi,"Tiger Global Management, Flipkart",private equity,7700000.0,New Delhi
2015-10-08,Mobikon,Hotel Mobile CRM Software platform,Restaurant & Hotel CRM platform,Pune / Singapore,"Life.SREDA, Qualgro",private equity,1700000.0,Pune / Singapore
2015-10-08,Grabhouse,Rental Accommodation Search platform,Not Mentioned,Bangalore,Sequoia and Kalaari Capital.,private equity,10000000.0,Bangalore
2015-10-08,Quifers,Logistics Tech Platform,Not Mentioned,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",seed funding,310000.0,Mumbai
2015-10-09,Stockroom.io,Developer Portfolio Showcase platform,Curated Platform for Developers,Hyderabad,Undisclosed Investors,seed funding,70000.0,Hyderabad
2015-10-09,Curofy,Doctors Network Mobile App,Mobile App for Network of Doctors,New Delhi,RoundGlass Partners,private equity,1700000.0,New Delhi
2015-10-09,Cloud Lending,End-to-End Lending platform,Not Mentioned,Bangalore / San Mateo,SF Capital Group,private equity,8000000.0,Bangalore / San Mateo
2015-10-09,Inayo,on-demand healthcare marketplace,Not Mentioned,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",seed funding,300000.0,Mumbai
2015-10-09,WoNoBo,360-degree view creating platform,Not Mentioned,Bangalore,Quikr,private equity,1700000.0,Bangalore
2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,Not Mentioned,New Delhi,"Seedfund, Bedrock Ventures",seed funding,1000000.0,New Delhi
2015-10-09,Zeppery,Food Ordering & Delivery App,Not Mentioned,New Delhi,Suyash Sharma,seed funding,77000.0,New Delhi
2015-10-12,Zify,Ride Sharing platform,Not Mentioned,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,seed funding,190000.0,Hyderabad
2015-10-12,Faircent,Online P2P lending marketplace,Online Peer to Peer Lending platform,Gurgaon,Aarin Capital Partners,private equity,1700000.0,Gurgaon
2015-10-12,Bizongo,B2B marketplace for industrial goods,Packaging Material Marketplace,Mumbai,Accel Partners,seed funding,1700000.0,Mumbai
2015-10-12,Gridle,Cloud Based Collaboration platform,Not Mentioned,Ahmedabad,LetsVenture,seed funding,100000.0,Ahmedabad
2015-10-12,Tripoto,global community for travellers,Travel,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",private equity,1700000.0,New Delhi
2015-10-12,Mubble,Prepaid Bill manager App,Not Mentioned,Bangalore,Accel Partners,private equity,1700000.0,Bangalore
2015-10-13,Voodoo,Mobile Only Shopping Assistant,Not Mentioned,New Delhi,SAIF Partners,seed funding,1000000.0,New Delhi
2015-10-13,Lookup,Mobile Messaging Assistant App,Not Mentioned,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",private equity,2500000.0,Bangalore
2015-10-14,AskMyGift,Personalized Wish List creator app,Not Mentioned,Noida,Turning Ideas,seed funding,50000.0,Noida
2015-10-14,Gaana.com,Music Streaming mobile app,Not Mentioned,Mumbai,Micromax Informatics Ltd,private equity,1700000.0,Mumbai
2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,Raw Meat Products eTailer,Gurgaon,Undisclosed Investors,seed funding,77000.0,Gurgaon
2015-10-14,GymTrekker,Gym Discovery platform,Not Mentioned,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",seed funding,1700000.0,Mumbai
2015-10-15,Bounty App,Online Purchase rewards app,Not Mentioned,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",seed funding,1700000.0,Bangalore
2015-10-16,Homers.in,Home rental platform,Not Mentioned,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",seed funding,1700000.0,Gurgaon
2015-10-16,mShipper,Crowdsourced Delivery platform,Not Mentioned,New Delhi,Vijai Laxmi,seed funding,1700000.0,New Delhi
2015-10-16,BolRealty,Real Estate Insights platform,Not Mentioned,New Delhi,Manpreet Singh,seed funding,1700000.0,New Delhi
2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,Not Mentioned,Mumbai,Parampara Capital,private equity,1000000.0,Mumbai
2015-10-19,LetsVenture,Startup Funding Marketplace,Not Mentioned,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",private equity,1700000.0,Bangalore
2015-10-19,Citrus Payment,Payments Solution platform,Not Mentioned,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",private equity,25000000.0,Mumbai
2015-10-19,Holidify,Travel Destination Discovery platform,Not Mentioned,New Delhi,Aarti Group,seed funding,100000.0,New Delhi
2015-10-20,PrimaSeller,Order Fulfillment SAAS platform,Not Mentioned,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",seed funding,1700000.0,Bangalore
2015-10-20,Opinio,Last Mile Delivery Service,Not Mentioned,Bangalore,"Delhivery, Sands Capital and Accel Partners",private equity,7000000.0,Bangalore
2015-10-20,Attune Technologies,Healthcare IT Solutions & services,Not Mentioned,Chennai,"Qualcomm Venture, Norwest Venture Partners",private equity,10000000.0,Chennai
2015-10-20,iChef.in,Gourmet Meals Delivery,Not Mentioned,Mumbai,Springboard Ventures,private equity,1700000.0,Mumbai
2015-10-21,Jiyo Natural,Healthy Meals Food delivery platform,Not Mentioned,Bangalore,Indian Angel Network,seed funding,1700000.0,Bangalore
2015-10-21,AgentDesks,Real Estate Mobile CRM,Not Mentioned,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",seed funding,2950000.0,New York/ India
2015-10-21,White Owl Brewery,Micro-Brewery,Not Mentioned,Mumbai,"Arihant Patni, RAAY Global Investments",private equity,1530000.0,Mumbai
2015-10-21,MealHopper,Home Made Food Marketplace,Not Mentioned,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",seed funding,100000.0,Gurgaon
2015-10-21,Zenify.in,residential rental management platform,Not Mentioned,Bangalore,"Atul Jalan, Shrikanth & Bharath",seed funding,640000.0,Bangalore
2015-10-21,Stockal,Personalized Stock Intelligence Platform,App-based Investment advisory Services,Bangalore,"R Natarajan, Mohan Alexander",seed funding,1700000.0,Bangalore
2015-10-23,Medd,Personal Diagnostic Mobile App,Not Mentioned,Mumbai,Group of Angel investors,seed funding,150000.0,Mumbai
2015-10-23,Leaping Caravan,Online food ordering & Delivery service,Not Mentioned,Gurgaon,Group of Angel investors,seed funding,150000.0,Gurgaon
2015-10-23,Frsh,Online food ordering & Delivery service,Not Mentioned,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",private equity,1000000.0,Gurgaon
2015-10-23,Qik Stay,Hotel Aggregator & booking platform,Not Mentioned,New Delhi,ID Enablers Pvt Ltd,seed funding,250000.0,New Delhi
2015-10-26,Parcelled,Online Logistics Platform,Not Mentioned,Bangalore,Delhivery,private equity,5000000.0,Bangalore
2015-10-26,AlmaMapper,Online Student & Campus Social Networking platform,Not Mentioned,Ahmedabad,Oswal Techno Ventures LLP,seed funding,400000.0,Ahmedabad
2015-10-26,Flexing It,Professionals & Project Search Marketplace,Not Mentioned,New Delhi,undisclosed private investors,seed funding,500000.0,New Delhi
2015-10-26,Netmeds.com,Online Pharmacy,Not Mentioned,Chennai,"OrbiMed, Pradip Dadha Group",private equity,50000000.0,Chennai
2015-10-26,Razorpay,Online Payment Gateway,Payment Gateway,Jaipur,"Tiger Global Management, Matrix Partners",private equity,9000000.0,Jaipur
2015-10-27,Jombay,Psychometric Test Online Software,Not Mentioned,Pune,Ventureworks India,private equity,1700000.0,Pune
2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,Not Mentioned,Mumbai,Unnamed investor,seed funding,77000.0,Mumbai
2015-10-27,Care24,Professional Health Services Platform,Professional Health Services Platform,Mumbai,India Quotient,seed funding,350000.0,Mumbai
2015-10-27,Roadrunnr,Hyperlocal Logistics Service,Not Mentioned,Bangalore,"Sequoia Capital, Nexus Venture Partners",private equity,10000000.0,Bangalore
2015-10-27,Simpli5d,Online user engagement platform,Not Mentioned,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",private equity,1700000.0,Gurgaon
2015-10-28,ORIGA Leasing,Asset Financing platform,Not Mentioned,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",seed funding,1100000.0,Mumbai
2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,Not Mentioned,New Delhi,S Chand and Co Pvt Ltd,seed funding,200000.0,New Delhi
2015-10-28,UrDoorStep,Online Grocery Store,Online Grocery Store,Bangalore,Jupiter Capital,private equity,1700000.0,Bangalore
2015-10-29,Tavaga,Investment management platform,Not Mentioned,Mumbai,Tracxn Syndicate,seed funding,1700000.0,Mumbai
2015-10-29,Moglix,Industrial Toons Marketplace,Industrial & Home Products Marketplace,Noida,"Accel Partner, Jungle Ventures",private equity,1700000.0,Noida
2015-10-29,ZopHop,Public Commute helper App,Not Mentioned,Mumbai,"Amit Singhal, PK Gulati & others",seed funding,450000.0,Mumbai
2015-10-30,Niki.ai,Artificial Intelligence Ecommerce Chatbot,Artificial Intelligence Platform,Bangalore,Unilazer Ventures,seed funding,1700000.0,Bangalore
2015-10-30,Instavans,Truck Aggregator & Logistics service,Not Mentioned,Bangalore,Suresh Vaswani,seed funding,1700000.0,Bangalore
2015-10-30,LiftO,Ridesharing Mobile app,Not Mentioned,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",seed funding,130000.0,Mumbai
2015-10-30,TinyOwl,Food Discovery & Delivery Mobile app,Not Mentioned,Mumbai,"Sequoia Capital, Matrix Partners",private equity,7500000.0,Mumbai
2015-10-30,Toppr,Competitive exam learning platform,Learning mobile app for students,Mumbai,InnoVen Capital,private equity,2000000.0,Mumbai
2015-10-30,Kleeto,Document Digitization platform,Not Mentioned,Gurgaon,GREX,seed funding,230000.0,Gurgaon
2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,contextual mobile advertising,Mumbai,Puneet Bhatia & others,seed funding,80000.0,Mumbai
2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking platform,Transportation & On-demand delivery aggregator,Chandigarh,Paytm,private equity,10000000.0,Chandigarh
2015-09-01,TOFlo,FinTech Startup Incubation platform,Not Mentioned,Mumbai,Tania Johny Palathinkal,seed funding,100000.0,Mumbai
2015-09-01,FXMartIndia,Payment Services platform,Not Mentioned,Chandigarh,Flipkart,private equity,1700000.0,Chandigarh
2015-09-01,Stylecracker,Personalized Styling platform,Not Mentioned,Mumbai,Group of HNI investors,private equity,1000000.0,Mumbai
2015-09-01,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,Not Mentioned,Gurgaon,Reliance Capital,private equity,900000.0,Gurgaon
2015-09-02,HolaChef,Food Delivery Platform,Online Food Ordering & Delivery Platform,Mumbai,Ratan Tata,private equity,1700000.0,Mumbai
2015-09-02,Zivame,Online Lingerie Marketplace,Not Mentioned,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",private equity,40000000.0,Bangalore
2015-09-02,Capillary Tech,Cloud software solutions,Not Mentioned,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",private equity,45000000.0,New Delhi
2015-09-03,Jobspire,Job Search Platform,Not Mentioned,Bangalore,Purvi Capital,seed funding,260000.0,Bangalore
2015-09-03,MeraDoctor,Doctor consultancy Mobile App,Not Mentioned,Mumbai,India Quotient & other investors,seed funding,1700000.0,Mumbai
2015-09-03,Vistaar Finance,Small Business Financing (NBFC),Not Mentioned,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",private equity,40000000.0,Bangalore
2015-09-03,HiJinny,Beauty & Wellness Services Marketplace,Not Mentioned,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,seed funding,1700000.0,Mumbai
2015-09-04,Clapsnslaps,Online Movie Review Platform,Not Mentioned,Mumbai,R M Picture Company Pvt. Ltd.,seed funding,150000.0,Mumbai
2015-09-04,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Not Mentioned,Mumbai,Ashish Jhalani,seed funding,100000.0,Mumbai
2015-09-04,RoomCentral,Cloud-based Hotel Booking Platform,Not Mentioned,Bangalore,Karanpal Singh,seed funding,2000000.0,Bangalore
2015-09-07,YouthKiAwaaz,Community Driven News/Views Platform,Not Mentioned,New Delhi,"Raghav Bahl, Ritu Kapur",seed funding,600000.0,New Delhi
2015-09-07,Prozo,Study Material Marketplace,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",seed funding,205000.0,New Delhi
2015-09-07,Zomato,Restaurant Ratings & Reviews platform,Food Ordering and Restaurant Discovery,Gurgaon,"Temasek, Vy Capital",private equity,60000000.0,Gurgaon
2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,Not Mentioned,Bhopal,Acumen Fund,private equity,1800000.0,Bhopal
2015-09-08,MockBank,Government Test Preparation platform,Not Mentioned,Bangalore,Blume Ventures,seed funding,400000.0,Bangalore
2015-09-08,ReportBee,Smart Report Cards for Schools,Not Mentioned,Chennai,India Educational Investment Fund,seed funding,1700000.0,Chennai
2015-09-08,GuruG Learning,Teacher empowerment platform,Not Mentioned,Bangalore,India Educational Investment Fund,seed funding,1700000.0,Bangalore
2015-09-10,OnlineTyari,Multilingual Test Preparation Platform,Not Mentioned,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",private equity,770000.0,Gurgaon
2015-09-10,IndustryBuying,Industrial Tools Marketplace,B2B Industrial Goods Marketplace,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",private equity,9200000.0,New Delhi
2015-09-10,The Nudge Foundation,Non Profit Organization to alleviate poverty,Not Mentioned,Bangalore,"Nanadan Nilekani, InMobi, Paytm",seed funding,315000.0,Bangalore
2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,Not Mentioned,New Delhi,Green House Ventures,seed funding,100000.0,New Delhi
2015-09-11,Envoged,pre-used luxury item Marketplace,Not Mentioned,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",seed funding,1700000.0,Mumbai
2015-09-11,Zapyle,pre-used apparel shopping mobile app,Luxury Fashion Marketplace,Bangalore,Not Disclosed,seed funding,1000000.0,Bangalore
2015-09-11,Renomania,Home Design & D\\xc3\\xa9cor platform,Not Mentioned,New Delhi,Subodh Gupta,seed funding,1700000.0,New Delhi
2015-09-12,CredR,Used Vehicles Marketplace,Not Mentioned,Mumbai,Eight Road Ventures,private equity,15000000.0,Mumbai
2015-09-12,YatraGenie,Online Bus & Cab ticketing platform,Not Mentioned,Hyderabad,Ash Bhardwaj,private equity,1700000.0,Hyderabad
2015-09-14,CanvasFlip,Mobile App testing platform,Not Mentioned,Hyderabad,Bessemer Venture Partners,seed funding,1200000.0,Hyderabad
2015-09-14,Shadowfax,Hyperlocal Delivery Services,Not Mentioned,Gurgaon,Eight Roads Ventures,private equity,9000000.0,Gurgaon
2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,Not Mentioned,US/India,"Aarin Capital, Unitus Seed Fund",private equity,3000000.0,US/India
2015-09-14,Ola,Cab rental Mobile app,App based cab aggregator,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",private equity,225000000.0,Bangalore
2015-09-15,Coverfox,Online Insurance Distribution Platform,Online Insurance Aggregator,Mumbai,Cataraman Ventures,private equity,2000000.0,Mumbai
2015-09-15,MoEngage,Mobile Marketing Automation Platform,User analytics and engagement platform,Bangalore,"Helion Venture Partners, Exfinity Ventures",private equity,4250000.0,Bangalore
2015-09-15,Mubble,Prepaid Mobile Bill Manager App,Not Mentioned,Bangalore,Nandan Nilekani,seed funding,1700000.0,Bangalore
2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Not Mentioned,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",seed funding,1000000.0,Mumbai
2015-09-15,Room on Call,Branded Budget Hotel Marketplace,Not Mentioned,Noida,Payal Syal,seed funding,300000.0,Noida
2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,Not Mentioned,Bangalore,Sandeep Dama & Others,seed funding,1700000.0,Bangalore
2015-09-16,ChaiPoint,Food Subscription platform,Not Mentioned,Bangalore,Eight Roads Ventures,private equity,10000000.0,Bangalore
2015-09-16,WedmeGood.com,Wedding Planning Platform,Not Mentioned,Gurgaon,Indian Angel Network,seed funding,410000.0,Gurgaon
2015-09-16,XSTOK,B2B Mobile Auction Marketplace,Not Mentioned,Mumbai,Oliphans Capital,seed funding,450000.0,Mumbai
2015-09-17,UniLog,ECommerce Data Analytics Platform,Not Mentioned,Bangalore,Kalaari Capital,private equity,1700000.0,Bangalore
2015-09-17,Paintcollar,Designer Merchandize Marketplace,Not Mentioned,Mumbai,Applyifi,seed funding,1700000.0,Mumbai
2015-09-17,YepMe,Private label Fashion eTailer,Private Fashion Brand etailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",private equity,75000000.0,Gurgaon
2015-09-17,Bueno,Online Food ordering & delivery,Not Mentioned,Gurgaon,High Networth Individuals (No details),seed funding,600000.0,Gurgaon
2015-09-18,Plabro,Real Estate Broker Platform App,Not Mentioned,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",seed funding,350000.0,New Delhi
2015-09-18,CureJoy,Online Health & Wellness platform,Online Alternative health community platform,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",private equity,1150000.0,Bangalore
2015-09-18,Briston Technomach,Internet of Things platform,Not Mentioned,New Delhi,Undisclosed,seed funding,150000.0,New Delhi
2015-09-18,LabStreet,Diagnostic Labs aggregator platform,Not Mentioned,Gurgaon,Multiple investors,seed funding,150000.0,Gurgaon
2015-09-19,DailyNinja,Hyperlocal Delivery Platform,Not Mentioned,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",seed funding,1700000.0,Bangalore
2015-09-21,Portea Medical,Home Medical Care Services,Not Mentioned,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",private equity,37500000.0,Bangalore
2015-09-21,Neotrade Analytics,Real-Time stock data platform,Not Mentioned,Bangalore,Rainmatter,seed funding,235000.0,Bangalore
2015-09-21,DishCo,Food discovery & table booking app,Not Mentioned,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",seed funding,1700000.0,Mumbai
2015-09-21,LafaLafa,coupons and cashback aggregator app,Not Mentioned,Mumbai,500 Startups,seed funding,125000.0,Mumbai
2015-09-21,ConnectAbank,Financial Products lead generation platform,Not Mentioned,Mumbai,Prakhar Bumb,seed funding,1700000.0,Mumbai
2015-09-22,VillFarm,Sustainable Agri-inputs Firm,Not Mentioned,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",seed funding,1700000.0,Bangalore
2015-09-22,Bestdealfinance,Financial Services Portal,Not Mentioned,Mumbai,"Kalaari Capital, YourNest Angel Fund",private equity,3000000.0,Mumbai
2015-09-22,GameXS.in,Pre-owned games Marketplace,Not Mentioned,New Delhi,Lead Angels,seed funding,1700000.0,New Delhi
2015-09-22,The Man Company,Content-based Subscription eCommerce platform,Beauty and Grooming,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",seed funding,1700000.0,New Delhi
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Not Mentioned,Bangalore,Swarnim Multiventures,private equity,800000.0,Bangalore
2015-09-22,Furdo,Online Interior Designing platform,Not Mentioned,Bangalore,Bhavdeep Reddy,seed funding,400000.0,Bangalore
2015-09-22,LogiNext,End-to-end Logistics platform,Not Mentioned,Mumbai,Paytm,private equity,10000000.0,Mumbai
2015-09-22,Korra,Private Label Apparel sales,Not Mentioned,New Delhi,Asha Jadeja Motwani & Others,seed funding,300000.0,New Delhi
2015-09-23,Credihealth,Healthcare Consulting platform,Not Mentioned,Gurgaon,Rajat Malhotra,seed funding,1700000.0,Gurgaon
2015-09-23,Amigobulls,Stock Market Portal,Not Mentioned,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",seed funding,1700000.0,Bangalore
2015-09-23,SilverPush,Cross-device retargeting platform,Not Mentioned,Gurgaon / SFO,M&S Partners,private equity,1200000.0,Gurgaon / SFO
2015-09-23,Juggernaut,Digital & Physical Publishing platform,Not Mentioned,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",private equity,2250000.0,New Delhi
2015-09-23,InnerChef,Food Delivery Platform,Online food ordering platform,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",private equity,1750000.0,New Delhi
2015-09-24,Quintype,Data Driven Publishing platform,Not Mentioned,Bangalore,Raghav Bahl,private equity,3300000.0,Bangalore
2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,Not Mentioned,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",seed funding,400000.0,Noida
2015-09-24,Fourth Partner Energy,Solar Power Solutions company,Not Mentioned,Hyderabad,"Infuse Ventures, The Chennai Angels",private equity,2000000.0,Hyderabad
2015-09-24,Licious,Online Meat Ordering platform,Mobile based Meat ordering App,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",seed funding,1000000.0,Bangalore
2015-09-25,TravelKhana,online meal-booking platform for train travelers,Not Mentioned,New Delhi,Astarc Ventures & Others,seed funding,1700000.0,New Delhi
2015-09-28,Quickli,hyperlocal delivery platform,On-Demand Delivery Startup,New Delhi,"500 Startups, Mato Peric & Others",seed funding,1700000.0,New Delhi
2015-09-28,Ola,Cab Booking app platform,App based cab aggregator,Bangalore,Didi Kuaidi,private equity,30000000.0,Bangalore
2015-09-29,Paytm,E-Commerce & M-Commerce platform,Mobile Wallet & ECommerce platform,New Delhi,"Alibaba Group, Ant Financial",private equity,680000000.0,New Delhi
